t,ms,ok,fails,limited,slack,s,n,xi,v,delta,d_cmd,v_plan,a_plan
1789768370.298,18.5,1,0,2,0.000,0.32,0.210,0.110,1.46,-0.031,-0.010,2.67,7.00
1789768370.319,19.0,1,0,2,0.000,0.42,0.221,0.084,1.55,-0.011,-0.011,2.75,7.00
1789768370.340,17.1,1,0,2,0.000,0.42,0.221,0.084,1.61,-0.017,-0.009,2.81,7.00
1789768370.363,17.8,1,0,2,0.000,0.42,0.224,0.083,1.62,-0.010,-0.010,2.82,7.00
1789768370.385,17.5,1,0,2,0.000,0.52,0.227,0.060,1.64,-0.011,-0.005,2.84,7.00
1789768370.407,17.8,1,0,2,0.000,0.52,0.229,0.059,1.66,-0.009,-0.006,2.85,7.00
1789768370.429,17.7,1,0,2,0.000,0.62,0.232,0.037,1.66,-0.010,-0.005,2.86,7.00
1789768370.447,13.5,1,0,2,0.000,0.62,0.233,0.036,1.67,-0.005,-0.005,2.87,7.00
1789768370.472,16.0,1,0,2,0.000,0.62,0.235,0.036,1.75,-0.006,-0.004,2.94,7.00
1789768370.491,13.0,1,0,2,0.000,0.72,0.236,0.016,1.80,-0.005,0.000,2.99,7.00
1789768370.515,14.9,1,0,2,0.000,0.72,0.236,0.015,1.81,-0.005,-0.000,3.00,7.00
1789768370.537,14.2,1,0,2,0.000,0.82,0.237,-0.004,1.84,-0.004,0.001,3.02,7.00
1789768370.564,18.9,1,0,2,0.000,0.82,0.236,-0.004,1.82,0.000,-0.000,3.01,7.00
1789768370.591,23.9,1,0,2,0.000,0.82,0.236,-0.004,1.82,-0.000,0.000,3.01,7.00
1789768370.608,15.9,1,0,2,0.000,0.82,0.236,-0.004,1.82,-0.000,0.000,3.00,7.00
1789768370.628,16.1,1,0,2,0.000,1.02,0.234,-0.039,1.83,-0.000,0.004,3.02,7.00
1789768370.662,28.0,1,0,3,0.000,1.02,0.234,-0.039,1.83,0.000,0.001,3.02,6.99
1789768370.685,21.0,1,0,3,0.000,1.02,0.234,-0.039,1.84,0.004,0.003,3.02,7.00
1789768370.707,20.1,1,0,3,0.000,1.12,0.229,-0.055,1.81,0.004,0.004,3.00,7.00
1789768370.725,16.3,1,0,3,0.000,1.12,0.229,-0.055,1.80,0.001,0.004,2.99,7.00
1789768370.745,18.6,1,0,3,0.000,1.22,0.222,-0.070,1.83,0.003,0.005,3.02,7.00
1789768370.768,15.9,1,0,3,0.000,1.22,0.222,-0.070,1.85,0.004,0.005,3.04,7.00
1789768370.788,17.5,1,0,3,0.000,1.32,0.217,-0.084,1.84,0.004,0.005,3.03,7.00
1789768370.808,18.3,1,0,3,0.000,1.32,0.217,-0.084,1.83,0.005,0.005,3.02,7.00
1789768370.833,21.1,1,0,3,0.000,1.32,0.212,-0.084,1.90,0.005,0.006,3.08,7.00
1789768370.855,21.4,1,0,3,0.000,1.32,0.212,-0.084,1.93,0.005,0.005,3.12,7.00
1789768370.876,19.2,1,0,3,0.000,1.42,0.201,-0.097,1.91,0.005,0.005,3.09,7.00
1789768370.904,25.6,1,0,3,0.000,1.42,0.201,-0.097,1.90,0.006,0.005,3.08,7.00
1789768370.933,27.6,1,0,4,0.000,1.42,0.201,-0.097,1.89,0.005,0.004,3.08,6.99
1789768370.958,22.5,1,0,4,0.000,1.62,0.186,-0.110,1.87,0.005,0.007,3.06,7.00
1789768370.980,20.7,1,0,4,0.000,1.62,0.186,-0.110,1.87,0.005,0.006,3.05,7.00
1789768371.001,19.4,1,0,4,0.000,1.72,0.177,-0.096,1.86,0.004,0.004,3.04,7.00
1789768371.023,20.0,1,0,4,0.000,1.72,0.177,-0.096,1.85,0.007,0.004,3.04,7.00
1789768371.051,27.0,1,0,5,0.000,1.72,0.169,-0.094,1.87,0.006,0.004,3.06,7.00
1789768371.070,17.0,1,0,5,0.000,1.72,0.169,-0.094,1.89,0.004,0.005,3.07,7.00
1789768371.092,20.8,1,0,5,0.000,1.82,0.162,-0.080,1.90,0.004,0.005,3.09,7.00
1789768371.112,18.4,1,0,5,0.000,1.82,0.162,-0.080,1.91,0.004,0.005,3.09,7.00
1789768371.134,19.9,1,0,5,0.000,1.92,0.156,-0.068,1.92,0.005,0.005,3.11,7.00
1789768371.154,19.1,1,0,5,0.000,1.92,0.156,-0.068,1.93,0.005,0.005,3.11,7.00
1789768371.173,17.9,1,0,5,0.000,2.02,0.151,-0.061,1.91,0.005,0.005,3.10,7.00
1789768371.196,21.3,1,0,5,0.000,2.02,0.151,-0.061,1.91,0.005,0.005,3.09,7.00
1789768371.216,18.4,1,0,5,0.000,2.12,0.145,-0.059,1.92,0.005,0.006,3.10,7.00
1789768371.238,20.3,1,0,5,0.000,2.12,0.145,-0.059,1.93,0.005,0.006,3.11,7.00
1789768371.259,19.3,1,0,5,0.000,2.22,0.140,-0.057,1.92,0.005,0.006,3.10,7.00
1789768371.280,19.6,1,0,5,0.000,2.22,0.140,-0.057,1.92,0.006,0.006,3.10,7.00
1789768371.301,19.4,1,0,5,0.000,2.32,0.135,-0.056,1.92,0.006,0.005,3.10,7.00
1789768371.322,19.4,1,0,5,0.000,2.32,0.135,-0.056,1.92,0.006,0.005,3.10,7.00
1789768371.343,19.2,1,0,5,0.000,2.32,0.131,-0.054,1.92,0.006,0.005,3.10,7.00
1789768371.363,18.7,1,0,5,0.000,2.42,0.129,-0.053,1.92,0.005,0.005,3.10,7.00
1789768371.385,17.7,1,0,5,0.000,2.42,0.126,-0.053,1.93,0.005,0.005,3.11,7.00
1789768371.406,17.1,1,0,5,0.000,2.42,0.126,-0.053,1.93,0.005,0.005,3.11,7.00
1789768371.427,15.3,1,0,5,0.000,2.52,0.124,-0.052,1.91,0.005,0.005,3.09,7.00
1789768371.451,17.1,1,0,5,0.000,2.62,0.120,-0.051,1.92,0.005,0.005,3.10,7.00
1789768371.472,15.7,1,0,5,0.000,2.62,0.120,-0.051,1.92,0.005,0.005,3.10,7.00
1789768371.493,15.1,1,0,5,0.000,2.62,0.118,-0.050,1.90,0.005,0.005,3.08,7.00
1789768371.516,15.2,1,0,5,0.000,2.72,0.115,-0.049,1.88,0.005,0.005,3.06,7.00
1789768371.541,18.8,1,0,5,0.000,2.72,0.113,-0.049,1.90,0.005,0.005,3.08,7.00
1789768371.563,18.8,1,0,5,0.000,2.72,0.111,-0.048,1.91,0.005,0.005,3.10,7.00
1789768371.583,16.3,1,0,5,0.000,2.81,0.109,-0.047,1.88,0.005,0.005,3.06,7.00
1789768371.605,16.0,1,0,5,0.000,2.81,0.107,-0.047,1.89,0.005,0.005,3.07,7.00
1789768371.630,18.8,1,0,5,0.000,2.91,0.105,-0.046,1.91,0.005,0.005,3.10,7.00
1789768371.649,15.6,1,0,5,0.000,2.91,0.103,-0.045,1.92,0.005,0.005,3.11,7.00
1789768371.674,18.0,1,0,5,0.000,3.01,0.101,-0.045,1.93,0.005,0.005,3.11,7.00
1789768371.698,19.7,1,0,5,0.000,3.01,0.099,-0.044,1.93,0.005,0.005,3.11,7.00
1789768371.721,21.0,1,0,5,0.000,3.01,0.097,-0.043,1.95,0.005,0.005,3.13,7.00
1789768371.747,23.9,1,0,5,0.000,3.11,0.095,-0.043,1.93,0.005,0.004,3.11,7.00
1789768371.769,21.2,1,0,5,0.000,3.11,0.095,-0.043,1.92,0.005,0.004,3.10,7.00
1789768371.799,27.6,1,0,6,0.000,3.21,0.090,-0.041,1.93,0.005,0.057,3.09,6.54
1789768371.815,15.2,1,0,6,0.000,3.21,0.090,-0.041,1.94,0.004,-0.007,3.09,7.00
1789768371.834,17.4,1,0,6,0.000,3.31,0.088,-0.040,1.92,0.004,0.007,3.08,7.00
1789768371.856,20.4,1,0,6,0.000,3.31,0.088,-0.040,1.91,0.057,-0.002,3.09,7.00
1789768371.877,18.7,1,0,6,0.000,3.41,0.083,-0.040,1.92,-0.007,0.009,3.11,7.00
1789768371.900,21.8,1,0,6,0.000,3.41,0.083,-0.040,1.93,0.007,0.005,3.11,7.00
1789768371.922,19.9,1,0,6,0.000,3.41,0.083,-0.040,1.93,-0.002,0.007,3.12,7.00
1789768371.944,20.6,1,0,6,0.000,3.51,0.078,-0.037,1.92,0.009,0.005,3.11,7.00
1789768371.966,20.3,1,0,6,0.000,3.51,0.078,-0.037,1.92,0.005,0.006,3.10,7.00
1789768371.985,18.5,1,0,6,0.000,3.51,0.078,-0.037,1.92,0.007,0.006,3.10,7.00
1789768372.009,20.2,1,0,6,0.000,3.61,0.075,-0.035,1.88,0.005,0.006,3.07,7.00
1789768372.028,16.1,1,0,6,0.000,3.71,0.073,-0.034,1.88,0.006,0.007,3.07,7.00
1789768372.051,17.7,1,0,6,0.000,3.71,0.072,-0.033,1.90,0.006,0.006,3.08,7.00
1789768372.074,17.9,1,0,6,0.000,3.71,0.070,-0.033,1.92,0.006,0.006,3.10,7.00
1789768372.094,15.5,1,0,6,0.000,3.81,0.068,-0.031,1.95,0.007,0.005,3.13,7.00
1789768372.127,26.9,1,0,7,0.000,3.81,0.068,-0.031,1.97,0.006,0.085,3.00,4.60
1789768372.146,16.9,1,0,7,0.000,3.81,0.068,-0.031,1.98,0.005,-0.012,3.01,7.00
1789768372.167,20.2,1,0,7,0.000,3.91,0.065,-0.030,1.94,0.005,0.009,2.98,7.00
1789768372.188,19.3,1,0,7,0.000,3.91,0.065,-0.030,1.92,0.073,-0.005,3.11,7.00
1789768372.211,21.4,1,0,7,0.000,4.01,0.063,-0.028,1.94,0.006,0.007,3.13,7.00
1789768372.230,17.6,1,0,7,0.000,4.01,0.063,-0.028,1.96,0.009,0.004,3.14,7.00
1789768372.257,23.3,1,0,7,0.000,4.11,0.060,-0.032,1.95,-0.005,0.008,3.13,7.00
1789768372.285,27.1,1,0,8,0.002,4.11,0.060,-0.032,1.95,0.007,0.061,3.09,6.28
1789768372.308,20.9,1,0,8,0.000,4.21,0.056,-0.032,1.95,0.008,-0.005,3.09,7.00
1789768372.336,27.1,1,0,9,0.000,4.21,0.056,-0.032,1.94,0.008,0.076,2.95,5.01
1789768372.355,17.4,1,0,9,0.000,4.31,0.053,-0.029,1.93,-0.005,-0.009,2.99,7.00
1789768372.384,26.9,1,0,10,0.000,4.31,0.053,-0.029,1.94,-0.005,0.014,3.00,6.99
1789768372.403,18.0,1,0,10,0.000,4.41,0.051,-0.023,1.95,-0.009,0.004,3.13,7.00
1789768372.423,18.8,1,0,10,0.000,4.41,0.051,-0.023,1.93,-0.009,0.006,3.11,7.00
1789768372.451,27.0,1,0,11,0.000,4.50,0.049,-0.019,1.92,0.014,0.020,3.10,6.83
1789768372.468,15.0,1,0,11,0.000,4.50,0.049,-0.019,1.93,0.006,-0.002,3.10,7.00
1789768372.486,16.4,1,0,11,0.000,4.60,0.048,-0.017,1.93,0.004,0.002,3.10,7.00
1789768372.505,18.1,1,0,11,0.000,4.60,0.048,-0.017,1.93,0.006,0.001,3.12,7.00
1789768372.523,16.0,1,0,11,0.000,4.70,0.046,-0.013,1.94,-0.002,0.002,3.12,7.00
1789768372.550,25.6,1,0,11,0.000,4.70,0.046,-0.013,1.95,-0.002,0.002,3.13,7.00
1789768372.571,19.9,1,0,11,0.000,4.70,0.045,-0.013,1.96,0.002,0.001,3.14,7.00
1789768372.593,19.6,1,0,11,0.000,4.70,0.045,-0.013,1.95,0.002,0.001,3.13,7.00
1789768372.608,14.3,1,0,11,0.000,4.80,0.044,-0.012,1.94,0.002,0.001,3.12,7.00
1789768372.632,20.6,1,0,11,0.000,4.80,0.044,-0.012,1.93,0.002,0.001,3.11,7.00
1789768372.649,15.8,1,0,11,0.000,4.90,0.044,-0.012,1.91,0.001,-0.000,3.09,7.00
1789768372.673,17.2,1,0,11,0.000,4.90,0.043,-0.012,1.90,0.001,0.000,3.09,7.00
1789768372.695,16.5,1,0,11,0.000,5.00,0.043,-0.012,1.91,0.001,0.002,3.10,7.00
1789768372.717,16.5,1,0,11,0.000,5.00,0.042,-0.012,1.91,-0.000,0.002,3.10,7.00
1789768372.739,16.7,1,0,11,0.000,5.00,0.042,-0.012,1.92,0.000,0.002,3.11,7.00
1789768372.774,18.8,1,0,11,0.000,5.00,0.042,-0.012,1.93,0.002,0.002,3.11,7.00
1789768372.792,15.6,1,0,11,0.000,5.20,0.040,-0.011,1.92,0.002,0.000,3.11,7.00
1789768372.821,27.3,1,0,12,0.000,5.20,0.040,-0.011,1.92,0.002,0.001,3.10,7.00
1789768372.840,18.2,1,0,12,0.000,5.20,0.040,-0.011,1.92,0.000,0.001,3.10,7.00
1789768372.864,22.2,1,0,12,0.000,5.30,0.039,-0.010,1.93,0.000,0.002,3.11,7.00
1789768372.884,18.2,1,0,12,0.000,5.30,0.039,-0.010,1.93,0.001,0.002,3.11,7.00
1789768372.906,19.5,1,0,12,0.000,5.40,0.038,-0.010,1.91,0.001,0.002,3.10,7.00
1789768372.935,27.5,1,0,13,0.000,5.40,0.038,-0.010,1.91,0.002,0.005,3.09,6.99
1789768372.956,18.5,1,0,13,0.000,5.50,0.037,-0.009,1.93,0.002,0.000,3.12,7.00
1789768372.985,27.7,1,0,14,0.000,5.50,0.037,-0.009,1.94,0.002,0.025,3.11,6.83
1789768373.011,23.3,1,0,14,0.000,5.60,0.036,-0.008,1.92,0.000,-0.003,3.09,7.00
1789768373.033,20.6,1,0,14,0.000,5.60,0.036,-0.008,1.91,0.025,-0.000,3.09,7.00
1789768373.063,27.1,1,0,15,0.000,5.70,0.036,-0.007,1.93,0.025,0.049,3.08,6.45
1789768373.091,27.1,1,0,16,0.000,5.70,0.036,-0.007,1.94,-0.000,-0.009,3.09,6.99
1789768373.112,19.6,1,0,16,0.000,5.80,0.035,-0.001,1.95,0.049,-0.005,3.10,7.00
1789768373.141,27.2,1,0,17,0.002,5.80,0.035,-0.001,1.95,0.049,0.064,3.09,6.35
1789768373.162,19.9,1,0,17,0.000,5.90,0.035,0.003,1.94,-0.005,-0.016,3.08,6.99
1789768373.183,19.2,1,0,17,0.000,5.90,0.035,0.003,1.93,-0.005,0.001,3.08,7.00
1789768373.209,24.2,1,0,17,0.000,6.00,0.036,0.002,1.92,0.064,-0.009,3.10,7.00
1789768373.236,25.9,1,0,17,0.000,6.00,0.036,0.002,1.91,0.001,-0.001,3.10,7.00
1789768373.256,17.7,1,0,17,0.000,6.10,0.036,0.006,1.94,-0.009,-0.003,3.13,7.00
1789768373.284,26.7,1,0,18,0.000,6.10,0.036,0.006,1.95,-0.009,0.071,3.07,5.95
1789768373.312,26.8,1,0,19,0.000,6.10,0.036,0.006,1.96,-0.003,0.006,3.07,6.84
1789768373.332,18.3,1,0,19,0.000,6.20,0.037,0.004,1.97,0.071,-0.011,3.08,7.00
1789768373.352,18.5,1,0,19,0.000,6.20,0.037,0.004,1.97,0.071,-0.007,3.14,7.00
1789768373.370,16.1,1,0,19,0.000,6.30,0.037,0.009,1.91,0.006,-0.005,3.09,7.00
1789768373.393,21.4,1,0,19,0.000,6.30,0.037,0.009,1.88,0.006,-0.005,3.07,7.00
1789768373.412,17.5,1,0,19,0.000,6.30,0.037,0.009,1.86,-0.007,-0.004,3.05,7.00
1789768373.442,27.7,1,0,20,0.000,6.40,0.038,0.006,1.89,-0.005,0.073,3.02,6.13
1789768373.461,17.5,1,0,20,0.000,6.40,0.038,0.006,1.91,-0.004,-0.020,3.04,6.99
1789768373.479,16.5,1,0,20,0.000,6.50,0.039,0.003,1.94,-0.004,0.000,3.07,7.00
1789768373.499,18.0,1,0,20,0.000,6.50,0.039,0.003,1.96,-0.004,-0.004,3.14,7.00
1789768373.528,27.0,1,0,21,0.000,6.60,0.039,0.002,1.94,-0.020,-0.001,3.12,6.99
1789768373.547,18.0,1,0,21,0.000,6.60,0.039,0.002,1.92,-0.004,-0.005,3.11,7.00
1789768373.565,15.7,1,0,21,0.000,6.69,0.039,-0.004,1.92,-0.004,-0.004,3.10,7.00
1789768373.585,17.5,1,0,21,0.000,6.69,0.039,-0.004,1.92,-0.004,-0.003,3.10,7.00
1789768373.604,14.4,1,0,21,0.000,6.69,0.038,-0.004,1.92,-0.005,-0.003,3.10,7.00
1789768373.628,16.7,1,0,21,0.000,6.79,0.038,-0.005,1.91,-0.004,-0.003,3.09,7.00
1789768373.650,16.1,1,0,21,0.000,6.79,0.038,-0.006,1.91,-0.003,-0.003,3.09,7.00
1789768373.671,15.4,1,0,21,0.000,6.89,0.038,-0.006,1.91,-0.003,-0.003,3.10,7.00
1789768373.690,12.5,1,0,21,0.000,6.89,0.037,-0.007,1.92,-0.003,-0.003,3.11,7.00
1789768373.715,14.9,1,0,21,0.000,6.99,0.037,-0.007,1.95,-0.003,-0.002,3.13,7.00
1789768373.736,13.2,1,0,21,0.000,6.99,0.037,-0.007,1.96,-0.003,-0.003,3.14,7.00
1789768373.772,27.0,1,0,22,0.000,7.09,0.036,-0.008,1.92,-0.003,0.084,3.04,5.90
1789768373.789,15.9,1,0,22,0.000,7.09,0.036,-0.008,1.90,-0.003,-0.020,3.02,6.99
1789768373.804,13.5,1,0,22,0.000,7.09,0.036,-0.008,1.90,-0.002,0.002,3.02,7.00
1789768373.828,16.7,1,0,22,0.000,7.19,0.035,-0.008,1.91,0.064,-0.009,3.09,7.00
1789768373.850,16.1,1,0,22,0.000,7.19,0.035,-0.009,1.90,-0.007,0.001,3.09,7.00
1789768373.874,18.0,1,0,22,0.000,7.29,0.034,-0.011,1.94,0.002,-0.001,3.12,7.00
1789768373.893,15.0,1,0,22,0.000,7.29,0.034,-0.011,1.93,-0.009,0.001,3.11,7.00
1789768373.919,18.3,1,0,22,0.000,7.39,0.033,-0.012,1.94,0.001,-0.000,3.12,7.00
1789768373.937,14.2,1,0,22,0.000,7.39,0.033,-0.012,1.90,-0.001,0.001,3.09,7.00
1789768373.964,19.4,1,0,22,0.000,7.49,0.032,-0.011,1.91,0.001,-0.000,3.10,7.00
1789768373.984,17.3,1,0,22,0.000,7.49,0.032,-0.011,1.95,-0.000,0.000,3.13,7.00
1789768374.010,20.7,1,0,22,0.000,7.49,0.032,-0.011,1.97,0.001,0.000,3.15,7.00
1789768374.038,26.4,1,0,22,0.000,7.59,0.031,-0.011,1.96,-0.000,0.000,3.14,7.00
1789768374.053,12.9,1,0,22,0.000,7.59,0.031,-0.011,1.95,0.000,0.000,3.13,7.00
1789768374.070,14.0,1,0,22,0.000,7.69,0.030,-0.011,1.96,0.000,0.000,3.14,7.00
1789768374.106,27.7,1,0,23,0.000,7.69,0.030,-0.011,1.97,0.000,0.083,3.08,5.89
1789768374.130,22.3,1,0,23,0.000,7.69,0.030,-0.011,1.97,0.000,-0.017,3.08,6.99
1789768374.155,22.4,1,0,23,0.000,7.79,0.028,-0.011,1.94,0.000,0.005,3.06,7.00
1789768374.170,14.4,1,0,23,0.000,7.79,0.028,-0.011,1.93,0.077,-0.008,3.11,7.00
1789768374.187,14.5,1,0,23,0.000,7.89,0.027,-0.004,1.93,0.083,-0.009,3.11,7.00
1789768374.216,26.6,1,0,24,0.000,7.89,0.027,-0.004,1.93,0.029,-0.005,3.11,7.00
1789768374.231,14.3,1,0,24,0.000,7.89,0.027,-0.004,1.92,-0.009,-0.001,3.11,7.00
1789768374.247,12.9,1,0,24,0.000,7.99,0.027,-0.004,1.93,-0.008,-0.002,3.11,7.00
1789768374.271,14.7,1,0,24,0.000,8.09,0.026,-0.007,1.95,-0.005,-0.000,3.13,7.00
1789768374.291,12.9,1,0,24,0.000,8.09,0.026,-0.007,1.96,-0.001,-0.002,3.14,7.00
1789768374.313,12.8,1,0,24,0.000,8.09,0.026,-0.007,1.93,-0.002,-0.001,3.11,7.00
1789768374.335,12.8,1,0,24,0.000,8.19,0.026,-0.007,1.93,-0.000,-0.001,3.11,7.00
1789768374.359,13.8,1,0,24,0.000,8.29,0.025,-0.007,1.93,-0.002,-0.001,3.11,7.00
1789768374.380,13.0,1,0,24,0.000,8.29,0.025,-0.007,1.93,-0.001,-0.001,3.11,7.00
1789768374.405,15.3,1,0,24,0.000,8.29,0.025,-0.007,1.88,-0.001,-0.001,3.07,7.00
1789768374.426,14.8,1,0,24,0.000,8.39,0.025,-0.007,1.91,-0.001,-0.001,3.09,7.00
1789768374.449,15.0,1,0,24,0.000,8.39,0.024,-0.007,1.92,-0.001,-0.000,3.10,7.00
1789768374.471,14.7,1,0,24,0.000,8.39,0.024,-0.007,1.91,-0.001,-0.000,3.10,7.00
1789768374.493,15.2,1,0,24,0.000,8.49,0.024,-0.008,1.93,-0.001,-0.000,3.11,7.00
1789768374.516,16.0,1,0,24,0.000,8.49,0.023,-0.008,1.94,-0.000,-0.000,3.13,7.00
1789768374.537,14.8,1,0,24,0.000,8.59,0.023,-0.008,1.96,-0.000,-0.000,3.14,7.00
1789768374.558,12.9,1,0,24,0.000,8.69,0.022,-0.008,1.94,-0.000,0.000,3.12,7.00
1789768374.580,13.2,1,0,24,0.000,8.69,0.022,-0.008,1.92,-0.000,-0.000,3.11,7.00
1789768374.602,13.1,1,0,24,0.000,8.69,0.022,-0.008,1.91,-0.000,0.000,3.09,7.00
1789768374.624,12.6,1,0,24,0.000,8.79,0.022,-0.007,1.92,0.000,0.000,3.11,7.00
1789768374.647,13.2,1,0,24,0.000,8.79,0.021,-0.007,1.90,-0.000,0.000,3.09,7.00
1789768374.671,15.0,1,0,24,0.000,8.79,0.021,-0.007,1.92,0.000,0.000,3.10,7.00
1789768374.691,13.1,1,0,24,0.000,8.89,0.021,-0.007,1.92,0.000,0.000,3.10,7.00
1789768374.713,12.8,1,0,24,0.000,8.89,0.020,-0.007,1.93,0.000,0.000,3.11,7.00
1789768374.735,12.6,1,0,24,0.000,8.99,0.020,-0.007,1.93,0.000,0.000,3.11,7.00
1789768374.758,12.9,1,0,24,0.000,8.99,0.019,-0.007,1.89,0.000,0.001,3.08,7.00
1789768374.780,12.9,1,0,24,0.000,8.99,0.019,-0.007,1.88,0.000,0.000,3.07,7.00
1789768374.802,13.4,1,0,24,0.000,9.09,0.019,-0.007,1.89,0.000,0.001,3.07,7.00
1789768374.824,13.0,1,0,24,0.000,9.09,0.019,-0.007,1.90,0.001,0.001,3.08,7.00
1789768374.850,15.8,1,0,24,0.000,9.19,0.018,-0.007,1.91,0.000,0.000,3.09,7.00
1789768374.871,15.2,1,0,24,0.000,9.19,0.018,-0.007,1.93,0.001,0.000,3.12,7.00
1789768374.893,14.7,1,0,24,0.000,9.29,0.018,-0.007,1.97,0.001,0.000,3.15,7.00
1789768374.913,12.7,1,0,24,0.000,9.29,0.017,-0.007,1.90,0.000,0.001,3.09,7.00
1789768374.935,12.5,1,0,24,0.000,9.29,0.017,-0.007,1.89,0.000,0.001,3.08,7.00
1789768374.958,12.9,1,0,24,0.000,9.39,0.017,-0.007,1.92,0.000,0.001,3.10,7.00
1789768374.980,12.9,1,0,24,0.000,9.39,0.017,-0.007,1.93,0.001,0.001,3.12,7.00
1789768375.002,12.9,1,0,24,0.000,9.49,0.016,-0.007,1.92,0.001,0.001,3.10,7.00
1789768375.024,12.7,1,0,24,0.000,9.49,0.016,-0.007,1.93,0.001,0.001,3.11,7.00
1789768375.046,12.8,1,0,24,0.000,9.59,0.016,-0.006,1.95,0.001,0.001,3.13,7.00
1789768375.070,14.5,1,0,24,0.000,9.59,0.015,-0.006,1.91,0.001,0.001,3.10,7.00
1789768375.091,12.8,1,0,24,0.000,9.69,0.015,-0.006,1.88,0.001,0.001,3.06,7.00
1789768375.113,12.2,1,0,24,0.000,9.69,0.015,-0.006,1.88,0.001,0.001,3.07,7.00
1789768375.140,17.1,1,0,24,0.000,9.79,0.015,-0.006,1.90,0.001,0.001,3.08,7.00
1789768375.159,14.5,1,0,24,0.000,9.79,0.014,-0.006,1.91,0.001,0.001,3.10,7.00
1789768375.183,16.0,1,0,24,0.000,9.79,0.014,-0.006,1.92,0.001,0.001,3.10,7.00
1789768375.207,18.0,1,0,24,0.000,9.89,0.014,-0.006,1.92,0.001,0.001,3.11,7.00
1789768375.233,21.1,1,0,24,0.000,9.99,0.013,-0.006,1.93,0.001,0.001,3.12,7.00
1789768375.251,16.9,1,0,24,0.000,9.99,0.013,-0.006,1.94,0.001,0.001,3.12,7.00
1789768375.275,19.0,1,0,24,0.000,9.99,0.013,-0.006,1.93,0.001,0.001,3.11,7.00
1789768375.296,17.8,1,0,24,0.000,10.09,0.013,-0.006,1.93,0.001,0.001,3.11,7.00
1789768375.315,14.7,1,0,24,0.000,10.09,0.013,-0.005,1.94,0.001,0.001,3.12,7.00
1789768375.338,14.7,1,0,24,0.000,10.09,0.013,-0.005,1.93,0.001,0.001,3.12,7.00
1789768375.360,15.3,1,0,24,0.000,10.19,0.012,-0.005,1.89,0.001,0.001,3.07,7.00
1789768375.382,15.3,1,0,24,0.000,10.29,0.012,-0.005,1.91,0.001,0.001,3.10,7.00
1789768375.405,15.5,1,0,24,0.000,10.29,0.012,-0.005,1.92,0.001,0.001,3.11,7.00
1789768375.427,15.0,1,0,24,0.000,10.29,0.012,-0.005,1.93,0.001,0.001,3.11,7.00
1789768375.449,15.5,1,0,24,0.000,10.39,0.011,-0.005,1.94,0.001,0.001,3.12,7.00
1789768375.470,14.5,1,0,24,0.000,10.39,0.011,-0.005,1.93,0.001,0.001,3.12,7.00
1789768375.492,13.6,1,0,24,0.000,10.49,0.011,-0.005,1.96,0.001,0.001,3.14,7.00
1789768375.515,15.0,1,0,24,0.000,10.49,0.011,-0.005,1.94,0.001,0.001,3.12,7.00
