t,ms,ok,fails,limited,slack,s,n,xi,v,delta,d_cmd,v_plan,a_plan
1789762739.050,13.1,1,0,2,0.000,0.52,0.261,0.129,2.26,-0.001,-0.000,2.89,7.00
1789762739.075,15.3,1,0,2,0.000,0.62,0.267,0.108,2.16,-0.000,-0.001,2.79,7.00
1789762739.101,18.8,1,0,2,0.000,0.72,0.275,0.089,2.03,-0.001,-0.001,2.67,7.00
1789762739.118,14.5,1,0,2,0.000,0.72,0.279,0.089,1.94,-0.001,-0.001,2.58,7.00
1789762739.140,14.1,1,0,2,0.000,0.72,0.282,0.089,1.88,-0.001,-0.000,2.52,7.00
1789762739.161,12.3,1,0,2,0.000,0.82,0.285,0.070,1.85,-0.000,-0.001,2.50,7.00
1789762739.183,12.4,1,0,2,0.000,0.82,0.288,0.070,1.91,-0.001,-0.001,2.55,7.00
1789762739.206,13.6,1,0,2,0.000,0.82,0.288,0.070,1.94,-0.001,-0.001,2.58,7.00
1789762739.231,15.5,1,0,2,0.000,0.92,0.291,0.053,2.01,-0.001,-0.001,2.65,7.00
1789762739.252,14.6,1,0,2,0.000,1.02,0.295,0.035,2.14,-0.001,-0.000,2.77,7.00
1789762739.288,27.8,1,0,3,0.000,1.02,0.295,0.035,2.23,-0.000,-0.000,2.86,7.00
1789762739.308,18.8,1,0,3,0.000,1.02,0.295,0.035,2.30,-0.000,-0.001,2.93,7.00
1789762739.328,17.7,1,0,3,0.000,1.22,0.299,0.002,2.32,-0.001,-0.000,2.95,7.00
1789762739.354,23.9,1,0,3,0.000,1.22,0.299,0.002,2.33,-0.000,-0.000,2.95,7.00
1789762739.380,24.0,1,0,3,0.000,1.32,0.299,-0.013,2.17,-0.000,-0.000,2.81,7.00
1789762739.401,19.2,1,0,3,0.000,1.32,0.299,-0.013,2.09,-0.000,-0.000,2.72,7.00
1789762739.419,16.7,1,0,3,0.000,1.32,0.298,-0.013,2.03,-0.000,-0.000,2.67,7.00
1789762739.436,15.5,1,0,3,0.000,1.32,0.298,-0.013,2.01,-0.000,-0.000,2.64,7.00
1789762739.456,18.2,1,0,3,0.000,1.42,0.297,-0.028,1.91,-0.000,-0.001,2.55,7.00
1789762739.475,15.4,1,0,3,0.000,1.52,0.295,-0.043,1.87,-0.001,0.000,2.51,7.00
1789762739.498,16.6,1,0,3,0.000,1.52,0.293,-0.043,1.85,0.000,0.001,2.49,7.00
1789762739.526,22.2,1,0,3,0.000,1.52,0.293,-0.043,1.84,0.001,0.001,2.48,7.00
1789762739.549,21.1,1,0,3,0.000,1.52,0.293,-0.043,1.84,0.001,0.001,2.48,7.00
1789762739.571,19.2,1,0,3,0.000,1.62,0.287,-0.043,1.97,0.001,0.000,2.61,7.00
1789762739.590,17.5,1,0,3,0.000,1.62,0.287,-0.043,2.06,0.000,0.000,2.70,7.00
1789762739.611,18.5,1,0,3,0.000,1.72,0.283,-0.030,2.17,0.000,-0.001,2.80,7.00
1789762739.635,19.3,1,0,3,0.000,1.82,0.282,-0.017,2.27,-0.001,-0.001,2.90,7.00
1789762739.660,22.5,1,0,3,0.000,1.82,0.282,-0.017,2.34,-0.001,-0.001,2.97,7.00
1789762739.677,16.5,1,0,3,0.000,1.82,0.282,-0.017,2.38,-0.001,-0.001,3.00,7.00
1789762739.699,16.7,1,0,3,0.000,1.92,0.281,-0.006,2.35,-0.001,-0.001,2.98,7.00
1789762739.721,16.7,1,0,3,0.000,1.92,0.281,-0.006,2.34,-0.001,-0.002,2.96,7.00
1789762739.744,17.7,1,0,3,0.000,2.02,0.281,-0.001,2.24,-0.002,-0.001,2.87,7.00
1789762739.765,16.9,1,0,3,0.000,2.12,0.281,-0.000,2.12,-0.001,-0.001,2.75,7.00
1789762739.790,19.3,1,0,3,0.000,2.12,0.281,-0.000,2.02,-0.001,-0.001,2.66,7.00
1789762739.812,19.1,1,0,3,0.000,2.12,0.281,-0.000,1.97,-0.001,-0.001,2.61,7.00
1789762739.843,27.5,1,0,4,0.000,2.22,0.281,-0.000,1.87,-0.001,-0.001,2.51,6.99
1789762739.862,17.8,1,0,4,0.000,2.22,0.281,-0.000,1.80,-0.001,-0.001,2.44,7.00
1789762739.889,24.9,1,0,4,0.000,2.32,0.281,-0.001,1.88,-0.001,-0.001,2.52,7.00
1789762739.910,19.1,1,0,4,0.000,2.32,0.281,-0.001,1.95,-0.001,-0.001,2.59,7.00
1789762739.932,19.9,1,0,4,0.000,2.42,0.281,-0.001,2.08,-0.001,-0.001,2.71,7.00
1789762739.962,27.7,1,0,5,0.000,2.42,0.281,-0.001,2.18,-0.001,-0.001,2.81,6.99
1789762739.981,17.8,1,0,5,0.000,2.52,0.281,-0.001,2.29,-0.001,-0.001,2.91,7.00
1789762740.003,19.9,1,0,5,0.000,2.52,0.281,-0.001,2.32,-0.001,-0.001,2.95,7.00
1789762740.027,21.5,1,0,5,0.000,2.62,0.281,-0.002,2.35,-0.001,-0.001,2.98,7.00
1789762740.046,18.6,1,0,5,0.000,2.62,0.281,-0.002,2.36,-0.001,-0.001,2.99,7.00
1789762740.065,16.8,1,0,5,0.000,2.72,0.280,-0.002,2.29,-0.001,-0.001,2.92,7.00
1789762740.080,13.8,1,0,5,0.000,2.72,0.280,-0.002,2.25,-0.001,-0.001,2.88,7.00
1789762740.096,14.8,1,0,5,0.000,2.81,0.280,-0.002,2.16,-0.001,-0.001,2.80,7.00
1789762740.120,16.4,1,0,5,0.000,2.81,0.280,-0.002,2.06,-0.001,-0.001,2.69,7.00
1789762740.142,15.7,1,0,5,0.000,2.81,0.280,-0.002,1.95,-0.001,-0.001,2.59,7.00
1789762740.164,15.0,1,0,5,0.000,2.91,0.280,-0.002,1.86,-0.001,-0.001,2.50,7.00
1789762740.184,13.7,1,0,5,0.000,3.01,0.280,-0.002,1.82,-0.001,-0.001,2.46,7.00
1789762740.209,16.4,1,0,5,0.000,3.01,0.280,-0.002,1.81,-0.001,-0.001,2.45,7.00
1789762740.229,14.5,1,0,5,0.000,3.01,0.280,-0.003,1.89,-0.001,-0.001,2.53,7.00
1789762740.254,16.3,1,0,5,0.000,3.11,0.280,-0.003,2.02,-0.001,-0.001,2.65,7.00
1789762740.273,13.9,1,0,5,0.000,3.11,0.280,-0.003,2.12,-0.001,-0.006,2.76,7.00
1789762740.302,20.4,1,0,5,0.000,3.21,0.279,-0.003,2.25,-0.006,-0.009,2.88,7.00
1789762740.324,20.1,1,0,5,0.000,3.21,0.279,-0.003,2.36,-0.009,-0.004,2.99,7.00
1789762740.353,26.9,1,0,5,0.000,3.31,0.279,-0.004,2.33,-0.004,-0.007,2.96,7.00
1789762740.381,26.5,1,0,5,0.000,3.31,0.279,-0.004,2.32,-0.007,-0.006,2.94,7.00
1789762740.410,27.1,1,0,5,0.000,3.41,0.278,-0.006,2.13,-0.006,-0.003,2.76,7.00
1789762740.438,27.0,1,0,6,0.000,3.41,0.278,-0.006,2.01,-0.003,-0.008,2.64,6.99
1789762740.456,16.1,1,0,6,0.000,3.51,0.277,-0.008,1.88,-0.008,-0.006,2.52,7.00
1789762740.485,25.4,1,0,6,0.000,3.51,0.277,-0.008,1.83,-0.006,-0.007,2.47,7.00
1789762740.508,21.3,1,0,6,0.000,3.51,0.277,-0.008,1.80,-0.007,-0.010,2.44,7.00
1789762740.532,22.3,1,0,6,0.000,3.71,0.276,-0.010,1.90,-0.010,-0.012,2.54,7.00
1789762740.561,27.4,1,0,7,0.000,3.71,0.276,-0.010,1.95,-0.012,-0.021,2.59,6.98
1789762740.590,27.1,1,0,7,0.000,3.81,0.275,-0.012,2.08,-0.021,-0.009,2.71,6.99
1789762740.620,28.6,1,0,8,0.000,3.81,0.275,-0.012,2.14,-0.009,-0.012,2.77,7.00
1789762740.650,27.3,1,0,9,0.000,3.91,0.273,-0.018,2.29,-0.012,-0.003,2.92,6.98
1789762740.674,22.3,1,0,9,0.000,3.91,0.273,-0.018,2.37,-0.003,-0.004,2.99,6.99
1789762740.702,27.0,1,0,10,0.000,4.01,0.271,-0.023,2.38,-0.004,-0.016,3.00,6.79
1789762740.728,24.2,1,0,10,0.000,4.01,0.271,-0.023,2.39,-0.016,-0.008,3.00,7.00
1789762740.751,22.0,1,0,10,0.000,4.21,0.268,-0.025,2.23,-0.008,0.005,2.86,6.99
1789762740.776,23.2,1,0,10,0.000,4.21,0.268,-0.025,2.14,0.005,-0.004,2.77,6.99
1789762740.804,25.8,1,0,10,0.000,4.21,0.265,-0.028,2.01,-0.004,-0.010,2.64,6.98
1789762740.847,27.1,1,0,11,0.000,4.21,0.265,-0.028,1.90,-0.010,-0.001,2.54,6.99
1789762740.871,22.1,1,0,11,0.000,4.41,0.262,-0.029,1.82,-0.001,-0.000,2.46,7.00
1789762740.897,25.0,1,0,11,0.000,4.41,0.262,-0.029,1.79,-0.000,0.001,2.43,7.00
1789762740.918,20.1,1,0,11,0.000,4.50,0.259,-0.031,1.83,0.001,-0.004,2.47,7.00
1789762740.943,23.2,1,0,11,0.000,4.50,0.259,-0.031,1.84,-0.004,-0.002,2.48,7.00
1789762740.966,21.0,1,0,11,0.000,4.60,0.255,-0.030,2.00,-0.002,0.007,2.63,7.00
1789762740.994,26.8,1,0,12,0.000,4.60,0.255,-0.030,2.12,0.007,-0.000,2.75,6.99
1789762741.018,22.2,1,0,12,0.000,4.60,0.255,-0.030,2.22,-0.000,-0.007,2.84,6.99
1789762741.039,19.4,1,0,12,0.000,4.80,0.250,-0.030,2.32,-0.007,-0.008,2.95,7.00
1789762741.059,19.7,1,0,12,0.000,4.80,0.250,-0.030,2.39,-0.008,-0.009,3.01,6.98
1789762741.086,24.7,1,0,12,0.000,4.80,0.248,-0.029,2.43,-0.009,-0.012,3.06,7.00
1789762741.110,23.2,1,0,12,0.000,4.80,0.248,-0.029,2.46,-0.012,-0.002,3.08,6.97
1789762741.136,23.4,1,0,12,0.000,5.00,0.244,-0.031,2.34,-0.002,-0.000,2.96,6.98
1789762741.158,21.2,1,0,12,0.000,5.00,0.244,-0.031,2.27,-0.000,0.005,2.90,6.98
1789762741.180,20.1,1,0,12,0.000,5.10,0.241,-0.033,2.12,0.005,-0.005,2.75,6.97
1789762741.204,23.2,1,0,12,0.000,5.10,0.241,-0.033,2.01,-0.005,0.001,2.64,6.96
1789762741.229,23.5,1,0,12,0.000,5.10,0.238,-0.033,1.93,0.001,0.008,2.57,6.97
1789762741.258,27.4,1,0,12,0.000,5.10,0.238,-0.033,1.90,0.008,0.002,2.53,6.98
1789762741.280,19.9,1,0,12,0.000,5.30,0.234,-0.033,1.90,0.002,-0.005,2.54,6.98
1789762741.302,20.8,1,0,12,0.000,5.30,0.234,-0.033,1.90,-0.005,-0.000,2.54,6.97
1789762741.331,27.4,1,0,13,0.000,5.30,0.234,-0.033,1.90,-0.000,-0.006,2.54,6.96
1789762741.354,21.3,1,0,13,0.000,5.40,0.230,-0.031,2.05,-0.006,-0.009,2.68,6.94
1789762741.382,26.1,1,0,13,0.000,5.40,0.230,-0.031,2.12,-0.009,-0.024,2.75,6.97
1789762741.408,23.4,1,0,13,0.000,5.50,0.226,-0.032,2.24,-0.024,-0.003,2.86,6.83
1789762741.437,28.1,1,0,14,0.000,5.50,0.226,-0.032,2.30,-0.003,-0.032,2.92,6.85
1789762741.457,18.2,1,0,14,0.000,5.70,0.221,-0.037,2.25,-0.032,-0.009,2.85,6.55
1789762741.483,24.0,1,0,14,0.000,5.70,0.219,-0.037,2.20,-0.009,-0.027,2.80,6.69
1789762741.512,27.8,1,0,15,0.000,5.70,0.219,-0.037,2.18,-0.027,-0.041,2.76,6.39
1789762741.541,26.9,1,0,15,0.000,5.80,0.216,-0.041,2.09,-0.041,-0.055,2.69,6.84
1789762741.571,28.6,1,0,16,0.000,5.80,0.216,-0.041,2.07,-0.055,-0.055,2.66,6.31
1789762741.598,24.7,1,0,16,0.000,5.90,0.211,-0.050,1.90,-0.055,0.035,2.50,6.89
1789762741.625,25.5,1,0,16,0.000,5.90,0.211,-0.050,1.83,0.030,0.006,2.47,6.98
1789762741.653,25.7,1,0,16,0.000,6.00,0.206,-0.061,1.79,0.006,0.001,2.43,6.98
1789762741.683,28.8,1,0,17,0.000,6.00,0.206,-0.061,1.78,0.001,0.007,2.42,6.98
1789762741.708,23.2,1,0,17,0.000,6.10,0.197,-0.064,1.95,0.007,0.031,2.59,6.95
1789762741.737,26.6,1,0,17,0.000,6.10,0.197,-0.064,2.04,0.031,0.017,2.68,7.00
1789762741.762,22.7,1,0,17,0.000,6.20,0.191,-0.063,2.19,0.017,0.022,2.82,6.98
1789762741.790,27.1,1,0,18,0.000,6.20,0.191,-0.063,2.26,0.022,0.018,2.88,7.00
1789762741.819,27.0,1,0,19,0.000,6.40,0.184,-0.060,2.32,0.018,0.018,2.95,6.98
1789762741.847,25.8,1,0,19,0.000,6.50,0.178,-0.056,2.29,0.018,0.015,2.91,7.00
1789762741.869,20.1,1,0,19,0.000,6.50,0.178,-0.056,2.28,0.015,0.016,2.90,6.99
1789762741.893,21.9,1,0,19,0.000,6.60,0.174,-0.054,2.19,0.016,0.015,2.82,7.00
1789762741.917,22.3,1,0,19,0.000,6.60,0.174,-0.054,2.14,0.015,0.016,2.77,7.00
1789762741.948,29.5,1,0,20,0.000,6.60,0.169,-0.050,2.01,0.016,0.015,2.65,7.00
1789762741.976,26.1,1,0,20,0.000,6.60,0.169,-0.050,1.94,0.015,0.016,2.57,7.00
1789762742.003,25.0,1,0,20,0.000,6.79,0.163,-0.050,1.86,0.016,0.015,2.50,7.00
1789762742.029,24.6,1,0,20,0.000,6.79,0.163,-0.050,1.83,0.015,0.015,2.47,7.00
1789762742.054,22.3,1,0,20,0.000,6.79,0.159,-0.046,1.84,0.015,0.014,2.48,7.00
1789762742.078,22.7,1,0,20,0.000,6.79,0.159,-0.046,1.84,0.014,0.014,2.48,7.00
1789762742.103,22.7,1,0,20,0.000,6.89,0.155,-0.042,1.90,0.014,0.013,2.54,7.00
1789762742.126,21.9,1,0,20,0.000,6.89,0.155,-0.042,1.94,0.013,0.012,2.57,7.00
1789762742.150,21.9,1,0,20,0.000,7.09,0.149,-0.035,2.09,0.012,0.010,2.72,7.00
1789762742.176,24.7,1,0,20,0.000,7.09,0.149,-0.035,2.22,0.010,0.008,2.85,7.00
1789762742.200,21.7,1,0,20,0.000,7.19,0.145,-0.031,2.36,0.008,0.008,2.99,7.00
1789762742.223,22.4,1,0,20,0.000,7.19,0.145,-0.031,2.44,0.008,0.007,3.07,7.00
1789762742.245,19.4,1,0,20,0.000,7.29,0.142,-0.027,2.44,0.007,0.007,3.07,7.00
1789762742.266,19.7,1,0,20,0.000,7.29,0.142,-0.027,2.44,0.007,0.007,3.07,7.00
1789762742.287,18.9,1,0,20,0.000,7.39,0.140,-0.024,2.34,0.007,0.007,2.97,7.00
1789762742.305,16.5,1,0,20,0.000,7.39,0.140,-0.024,2.28,0.007,0.007,2.91,7.00
1789762742.323,16.4,1,0,20,0.000,7.49,0.138,-0.022,2.18,0.007,0.007,2.82,7.00
1789762742.343,16.7,1,0,20,0.000,7.49,0.137,-0.022,2.07,0.007,0.007,2.71,7.00
1789762742.365,16.5,1,0,20,0.000,7.49,0.137,-0.022,1.98,0.007,0.007,2.62,7.00
1789762742.387,16.6,1,0,20,0.000,7.59,0.135,-0.020,1.91,0.007,0.007,2.55,7.00
1789762742.409,16.7,1,0,20,0.000,7.59,0.135,-0.020,1.87,0.007,0.007,2.51,7.00
1789762742.432,16.9,1,0,20,0.000,7.69,0.134,-0.018,1.92,0.007,0.006,2.55,7.00
1789762742.453,16.3,1,0,20,0.000,7.69,0.133,-0.017,1.99,0.006,0.005,2.62,7.00
1789762742.476,16.7,1,0,20,0.000,7.69,0.133,-0.017,2.06,0.005,0.005,2.69,7.00
1789762742.498,16.7,1,0,20,0.000,7.79,0.132,-0.016,2.13,0.005,0.005,2.76,7.00
1789762742.521,17.0,1,0,20,0.000,7.89,0.131,-0.015,2.21,0.005,0.004,2.84,7.00
1789762742.543,16.9,1,0,20,0.000,7.89,0.130,-0.014,2.27,0.004,0.004,2.90,7.00
1789762742.572,23.1,1,0,20,0.000,7.99,0.130,-0.013,2.27,0.004,0.004,2.90,7.00
1789762742.590,16.9,1,0,20,0.000,7.99,0.130,-0.013,2.27,0.004,0.004,2.90,7.00
1789762742.610,17.2,1,0,20,0.000,8.09,0.128,-0.012,2.21,0.004,0.003,2.84,7.00
1789762742.632,16.8,1,0,20,0.000,8.09,0.128,-0.011,2.11,0.003,0.003,2.74,7.00
1789762742.662,24.9,1,0,20,0.000,8.09,0.127,-0.010,2.00,0.003,0.003,2.64,7.00
1789762742.682,18.4,1,0,20,0.000,8.09,0.127,-0.010,1.93,0.003,0.003,2.57,7.00
1789762742.705,20.7,1,0,20,0.000,8.29,0.126,-0.009,1.86,0.003,0.003,2.50,7.00
1789762742.724,18.1,1,0,20,0.000,8.29,0.126,-0.009,1.82,0.003,0.003,2.46,7.00
1789762742.747,20.4,1,0,20,0.000,8.29,0.126,-0.009,1.83,0.003,0.003,2.47,7.00
1789762742.769,20.2,1,0,20,0.000,8.39,0.125,-0.008,1.89,0.003,0.003,2.53,7.00
1789762742.793,21.8,1,0,20,0.000,8.39,0.125,-0.008,1.93,0.003,0.003,2.56,7.00
1789762742.822,20.9,1,0,20,0.000,8.49,0.124,-0.007,2.09,0.003,0.002,2.72,7.00
1789762742.842,18.6,1,0,20,0.000,8.49,0.124,-0.007,2.17,0.002,0.002,2.80,7.00
1789762742.861,17.6,1,0,20,0.000,8.59,0.124,-0.006,2.27,0.002,0.002,2.90,7.00
1789762742.881,18.0,1,0,20,0.000,8.59,0.124,-0.006,2.35,0.002,0.001,2.97,7.00
1789762742.900,17.0,1,0,20,0.000,8.69,0.123,-0.005,2.34,0.001,0.001,2.97,7.00
1789762742.920,16.6,1,0,20,0.000,8.79,0.123,-0.005,2.28,0.001,0.001,2.91,7.00
1789762742.944,17.8,1,0,20,0.000,8.79,0.123,-0.005,2.25,0.001,0.001,2.88,7.00
1789762742.969,20.3,1,0,20,0.000,8.79,0.123,-0.004,2.12,0.001,0.001,2.76,7.00
1789762742.990,19.1,1,0,20,0.000,8.89,0.122,-0.004,2.02,0.001,0.001,2.65,7.00
1789762743.010,17.7,1,0,20,0.000,8.89,0.122,-0.004,1.96,0.001,0.001,2.59,7.00
1789762743.032,17.1,1,0,20,0.000,8.89,0.122,-0.004,1.86,0.001,0.001,2.50,7.00
1789762743.055,17.7,1,0,20,0.000,8.99,0.122,-0.004,1.86,0.001,0.001,2.50,7.00
1789762743.076,16.5,1,0,20,0.000,9.09,0.122,-0.003,1.91,0.001,0.001,2.55,7.00
1789762743.102,20.1,1,0,20,0.000,9.09,0.122,-0.003,1.94,0.001,0.001,2.57,7.00
1789762743.122,17.6,1,0,20,0.000,9.09,0.122,-0.003,2.00,0.001,0.001,2.64,7.00
1789762743.145,19.1,1,0,20,0.000,9.19,0.121,-0.003,2.12,0.001,0.001,2.75,7.00
1789762743.164,16.0,1,0,20,0.000,9.19,0.121,-0.003,2.23,0.001,0.001,2.86,7.00
1789762743.190,19.2,1,0,20,0.000,9.19,0.121,-0.003,2.30,0.001,0.001,2.93,7.00
1789762743.215,21.9,1,0,20,0.000,9.29,0.121,-0.003,2.30,0.001,0.001,2.92,7.00
1789762743.237,21.5,1,0,20,0.000,9.29,0.121,-0.003,2.29,0.001,0.001,2.92,7.00
1789762743.260,20.8,1,0,20,0.000,9.39,0.121,-0.002,2.16,0.001,0.001,2.80,7.00
1789762743.279,17.9,1,0,20,0.000,9.39,0.121,-0.002,2.09,0.001,0.001,2.72,7.00
1789762743.299,17.7,1,0,20,0.000,9.49,0.121,-0.002,2.02,0.001,0.001,2.65,7.00
1789762743.321,16.7,1,0,20,0.000,9.49,0.120,-0.002,1.92,0.001,0.001,2.56,7.00
1789762743.343,17.0,1,0,20,0.000,9.59,0.120,-0.002,1.86,0.001,0.001,2.50,7.00
1789762743.364,16.1,1,0,20,0.000,9.59,0.120,-0.002,1.83,0.001,0.000,2.47,7.00
1789762743.388,16.9,1,0,20,0.000,9.69,0.120,-0.002,1.85,0.000,0.000,2.49,7.00
1789762743.410,16.8,1,0,20,0.000,9.69,0.120,-0.002,1.85,0.000,0.000,2.49,7.00
1789762743.431,16.6,1,0,20,0.000,9.79,0.120,-0.002,1.99,0.000,0.000,2.62,7.00
1789762743.455,18.0,1,0,20,0.000,9.79,0.120,-0.002,2.12,0.000,0.000,2.76,7.00
1789762743.477,17.1,1,0,20,0.000,9.89,0.120,-0.001,2.25,0.000,0.000,2.88,7.00
1789762743.503,21.2,1,0,20,0.000,9.99,0.120,-0.001,2.35,0.000,0.000,2.98,7.00
1789762743.524,19.9,1,0,20,0.000,9.99,0.120,-0.001,2.43,0.000,0.000,3.05,7.00
1789762743.545,19.3,1,0,20,0.000,10.09,0.120,-0.001,2.40,0.000,0.000,3.03,7.00
1789762743.568,19.9,1,0,20,0.000,10.09,0.120,-0.001,2.39,0.000,0.000,3.02,7.00
1789762743.589,18.8,1,0,20,0.000,10.19,0.120,-0.001,2.27,0.000,0.000,2.90,7.00
1789762743.609,16.8,1,0,20,0.000,10.19,0.120,-0.001,2.19,0.000,0.000,2.82,7.00
1789762743.634,18.9,1,0,20,0.000,10.19,0.120,-0.001,2.09,0.000,0.000,2.72,7.00
1789762743.658,20.5,1,0,20,0.000,10.29,0.119,-0.001,2.04,0.000,0.000,2.68,7.00
1789762743.675,15.8,1,0,20,0.000,10.29,0.119,-0.001,1.95,0.000,0.000,2.59,7.00
1789762743.700,18.2,1,0,20,0.000,10.39,0.119,-0.001,1.90,0.000,0.000,2.54,7.00
1789762743.731,26.3,1,0,20,0.000,10.39,0.119,-0.001,1.90,0.000,0.000,2.54,7.00
1789762743.760,28.0,1,0,21,0.000,10.39,0.119,-0.001,1.91,0.000,0.001,2.54,6.99
1789762743.782,19.7,1,0,21,0.000,10.49,0.119,-0.001,1.99,0.001,0.001,2.63,7.00
1789762743.805,21.9,1,0,21,0.000,10.49,0.119,-0.001,2.02,0.001,-0.000,2.66,7.00
1789762743.830,22.9,1,0,21,0.000,10.59,0.119,-0.001,2.14,-0.000,0.000,2.77,7.00
1789762743.852,21.0,1,0,21,0.000,10.59,0.119,-0.001,2.22,0.000,0.000,2.85,7.00
1789762743.874,20.4,1,0,21,0.000,10.69,0.119,-0.001,2.31,0.000,0.000,2.94,7.00
1789762743.897,21.5,1,0,21,0.000,10.69,0.119,-0.001,2.37,0.000,0.000,3.00,7.00
1789762743.923,23.6,1,0,21,0.000,10.79,0.119,-0.000,2.33,0.000,0.000,2.95,7.00
1789762743.947,22.1,1,0,21,0.000,10.79,0.119,-0.000,2.31,0.000,0.000,2.93,7.00
1789762743.970,21.1,1,0,21,0.000,10.99,0.119,-0.000,2.14,0.000,0.000,2.77,7.00
1789762743.993,22.2,1,0,21,0.000,10.99,0.119,-0.000,2.03,0.000,0.000,2.66,7.00
1789762744.022,25.7,1,0,21,0.000,10.99,0.119,-0.000,1.93,0.000,0.000,2.57,7.00
1789762744.048,24.2,1,0,21,0.000,10.99,0.119,-0.000,1.88,0.000,0.000,2.52,7.00
1789762744.072,21.2,1,0,21,0.000,11.08,0.119,-0.000,1.84,0.000,0.000,2.48,7.00
1789762744.092,19.4,1,0,21,0.000,11.08,0.119,-0.000,1.82,0.000,0.000,2.47,7.00
1789762744.118,23.5,1,0,21,0.000,11.18,0.119,-0.000,1.88,0.000,0.000,2.52,7.00
1789762744.139,19.0,1,0,21,0.000,11.18,0.119,-0.000,1.92,0.000,0.000,2.56,7.00
1789762744.169,27.8,1,0,21,0.000,11.28,0.119,-0.000,2.01,0.000,0.000,2.65,7.00
1789762744.192,21.9,1,0,21,0.000,11.28,0.119,-0.000,2.08,0.000,0.000,2.71,7.00
1789762744.215,20.5,1,0,21,0.000,11.38,0.119,-0.000,2.21,0.000,-0.000,2.84,7.00
1789762744.238,21.8,1,0,21,0.000,11.38,0.119,-0.000,2.29,-0.000,-0.000,2.92,7.00
1789762744.259,19.6,1,0,21,0.000,11.58,0.119,-0.000,2.34,-0.000,-0.000,2.97,7.00
1789762744.283,22.3,1,0,21,0.000,11.58,0.119,-0.000,2.36,-0.000,-0.000,2.99,7.00
1789762744.306,21.7,1,0,21,0.000,11.68,0.119,-0.000,2.23,-0.000,-0.000,2.86,7.00
1789762744.333,25.6,1,0,21,0.000,11.68,0.119,-0.000,2.15,-0.000,-0.000,2.78,7.00
1789762744.354,18.5,1,0,21,0.000,11.78,0.119,-0.000,2.08,-0.000,-0.000,2.71,7.00
1789762744.378,21.4,1,0,21,0.000,11.78,0.119,-0.000,2.05,-0.000,-0.000,2.69,7.00
1789762744.399,20.0,1,0,21,0.000,11.78,0.119,-0.000,1.94,-0.000,-0.000,2.58,7.00
1789762744.423,22.1,1,0,21,0.000,11.78,0.119,-0.000,1.88,-0.000,-0.000,2.52,7.00
